,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome,Attrition
2675,6206,46.0,Travel_Rarely,430.0,Research & Development,1.0,4.0,Medical,1.0,4.0,Male,40.0,3.0,5.0,Research Director,4.0,Divorced,19627.0,21445.0,9.0,Y,No,17.0,3.0,4.0,80.0,2.0,23.0,0.0,3.0,2.0,2.0,2.0,2.0,235524.0,No
2679,6210,58.0,Travel_Rarely,286.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,31.0,3.0,5.0,Research Director,2.0,Single,19246.0,25761.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,40.0,2.0,3.0,31.0,15.0,13.0,8.0,230952.0,No
2680,6211,58.0,Travel_Rarely,286.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,31.0,3.0,5.0,Research Director,2.0,Single,19246.0,25761.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,40.0,2.0,3.0,31.0,15.0,13.0,8.0,230952.0,Yes
2681,6212,58.0,Travel_Rarely,286.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,31.0,3.0,5.0,Research Director,2.0,Single,19246.0,25761.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,40.0,2.0,3.0,31.0,15.0,13.0,8.0,230952.0,No
2685,6216,43.0,Travel_Frequently,1001.0,Research & Development,9.0,5.0,Medical,1.0,4.0,Male,72.0,3.0,2.0,Laboratory Technician,3.0,Divorced,5679.0,19627.0,3.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,10.0,3.0,3.0,8.0,7.0,4.0,7.0,68148.0,No
2686,6217,43.0,Travel_Frequently,1001.0,Research & Development,9.0,5.0,Medical,1.0,4.0,Male,72.0,3.0,2.0,Laboratory Technician,3.0,Divorced,5679.0,19627.0,3.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,10.0,3.0,3.0,8.0,7.0,4.0,7.0,68148.0,Yes
2689,6220,41.0,Travel_Rarely,1276.0,Sales,2.0,5.0,Life Sciences,1.0,2.0,Female,91.0,3.0,4.0,Manager,1.0,Married,16595.0,5626.0,7.0,Y,No,16.0,3.0,2.0,80.0,1.0,22.0,2.0,3.0,18.0,16.0,11.0,8.0,199140.0,Yes
2690,6221,41.0,Travel_Rarely,933.0,Research & Development,9.0,4.0,Life Sciences,1.0,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Married,2238.0,6961.0,2.0,Y,No,21.0,4.0,4.0,80.0,1.0,7.0,2.0,3.0,5.0,0.0,1.0,4.0,26856.0,Yes
2691,6222,26.0,Non-Travel,786.0,Research & Development,7.0,3.0,Medical,1.0,4.0,Male,76.0,3.0,1.0,Laboratory Technician,4.0,Single,2570.0,11925.0,1.0,Y,No,20.0,4.0,3.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,5.0,7.0,30840.0,Yes
2692,6223,52.0,Travel_Rarely,956.0,Research & Development,6.0,2.0,Technical Degree,1.0,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Divorced,5577.0,22087.0,3.0,Y,Yes,12.0,3.0,2.0,80.0,2.0,18.0,3.0,3.0,10.0,9.0,6.0,9.0,66924.0,Yes
2693,6224,52.0,Travel_Rarely,956.0,Research & Development,6.0,2.0,Technical Degree,1.0,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Divorced,5577.0,22087.0,3.0,Y,Yes,12.0,3.0,2.0,80.0,2.0,18.0,3.0,3.0,10.0,9.0,6.0,9.0,66924.0,Yes
2694,6225,34.0,Travel_Rarely,790.0,Sales,24.0,4.0,Medical,1.0,1.0,Female,40.0,2.0,2.0,Sales Executive,2.0,Single,4599.0,7815.0,0.0,Y,Yes,23.0,4.0,3.0,80.0,0.0,16.0,2.0,4.0,15.0,9.0,10.0,10.0,55188.0,Yes
2695,6226,34.0,Travel_Rarely,790.0,Sales,24.0,4.0,Medical,1.0,1.0,Female,40.0,2.0,2.0,Sales Executive,2.0,Single,4599.0,7815.0,0.0,Y,Yes,23.0,4.0,3.0,80.0,0.0,16.0,2.0,4.0,15.0,9.0,10.0,10.0,55188.0,Yes
2696,6227,34.0,Travel_Rarely,790.0,Sales,24.0,4.0,Medical,1.0,1.0,Female,40.0,2.0,2.0,Sales Executive,2.0,Single,4599.0,7815.0,0.0,Y,Yes,23.0,4.0,3.0,80.0,0.0,16.0,2.0,4.0,15.0,9.0,10.0,10.0,55188.0,No
2697,6228,40.0,Travel_Rarely,804.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,86.0,2.0,1.0,Research Scientist,4.0,Single,2342.0,22929.0,0.0,Y,Yes,20.0,4.0,4.0,80.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,28104.0,Yes
2698,6229,40.0,Travel_Rarely,804.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,86.0,2.0,1.0,Research Scientist,4.0,Single,2342.0,22929.0,0.0,Y,Yes,20.0,4.0,4.0,80.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,28104.0,No
2699,6230,40.0,Travel_Rarely,804.0,Research & Development,2.0,1.0,Medical,1.0,4.0,Female,86.0,2.0,1.0,Research Scientist,4.0,Single,2342.0,22929.0,0.0,Y,Yes,20.0,4.0,4.0,80.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,28104.0,No
2700,6231,36.0,Travel_Rarely,1456.0,Sales,13.0,5.0,Marketing,1.0,2.0,Male,96.0,2.0,2.0,Sales Executive,1.0,Divorced,6134.0,8658.0,5.0,Y,Yes,13.0,3.0,2.0,80.0,3.0,16.0,3.0,3.0,2.0,2.0,2.0,2.0,73608.0,Yes
2701,6232,36.0,Travel_Rarely,1456.0,Sales,13.0,5.0,Marketing,1.0,2.0,Male,96.0,2.0,2.0,Sales Executive,1.0,Divorced,6134.0,8658.0,5.0,Y,Yes,13.0,3.0,2.0,80.0,3.0,16.0,3.0,3.0,2.0,2.0,2.0,2.0,73608.0,Yes
2702,6233,35.0,Travel_Rarely,950.0,Research & Development,7.0,3.0,Other,1.0,3.0,Male,59.0,3.0,3.0,Manufacturing Director,3.0,Single,10221.0,18869.0,3.0,Y,No,21.0,4.0,2.0,80.0,0.0,17.0,3.0,4.0,8.0,5.0,1.0,6.0,122652.0,No
2703,6234,35.0,Travel_Rarely,950.0,Research & Development,7.0,3.0,Other,1.0,3.0,Male,59.0,3.0,3.0,Manufacturing Director,3.0,Single,10221.0,18869.0,3.0,Y,No,21.0,4.0,2.0,80.0,0.0,17.0,3.0,4.0,8.0,5.0,1.0,6.0,122652.0,No
2704,6235,35.0,Travel_Rarely,950.0,Research & Development,7.0,3.0,Other,1.0,3.0,Male,59.0,3.0,3.0,Manufacturing Director,3.0,Single,10221.0,18869.0,3.0,Y,No,21.0,4.0,2.0,80.0,0.0,17.0,3.0,4.0,8.0,5.0,1.0,6.0,122652.0,No
2706,6237,43.0,Travel_Frequently,559.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Female,82.0,2.0,2.0,Laboratory Technician,3.0,Divorced,5257.0,6227.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,9.0,3.0,4.0,9.0,7.0,0.0,0.0,63084.0,Yes
2707,6238,56.0,Travel_Rarely,713.0,Research & Development,8.0,3.0,Life Sciences,1.0,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Divorced,4257.0,13939.0,4.0,Y,Yes,18.0,3.0,3.0,80.0,1.0,19.0,3.0,3.0,2.0,2.0,2.0,2.0,51084.0,Yes
2711,6242,38.0,Travel_Frequently,1490.0,Research & Development,2.0,2.0,Life Sciences,1.0,4.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,1702.0,12106.0,1.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,20424.0,Yes
2712,6243,38.0,Travel_Frequently,1490.0,Research & Development,2.0,2.0,Life Sciences,1.0,4.0,Male,42.0,3.0,1.0,Laboratory Technician,4.0,Married,1702.0,12106.0,1.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,20424.0,Yes
2714,6245,46.0,Travel_Rarely,566.0,Research & Development,7.0,2.0,Medical,1.0,4.0,Male,75.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10845.0,24208.0,6.0,Y,No,13.0,3.0,2.0,80.0,1.0,13.0,3.0,3.0,8.0,7.0,0.0,7.0,130140.0,No
2719,6250,25.0,Travel_Rarely,882.0,Research & Development,19.0,1.0,Medical,1.0,4.0,Male,67.0,3.0,1.0,Laboratory Technician,4.0,Married,3669.0,9075.0,3.0,Y,No,11.0,3.0,3.0,80.0,3.0,7.0,6.0,2.0,3.0,2.0,1.0,2.0,44028.0,No
2720,6251,25.0,Travel_Rarely,882.0,Research & Development,19.0,1.0,Medical,1.0,4.0,Male,67.0,3.0,1.0,Laboratory Technician,4.0,Married,3669.0,9075.0,3.0,Y,No,11.0,3.0,3.0,80.0,3.0,7.0,6.0,2.0,3.0,2.0,1.0,2.0,44028.0,Yes
2721,6252,25.0,Travel_Rarely,882.0,Research & Development,19.0,1.0,Medical,1.0,4.0,Male,67.0,3.0,1.0,Laboratory Technician,4.0,Married,3669.0,9075.0,3.0,Y,No,11.0,3.0,3.0,80.0,3.0,7.0,6.0,2.0,3.0,2.0,1.0,2.0,44028.0,Yes
2722,6253,52.0,Travel_Rarely,723.0,Research & Development,8.0,4.0,Medical,1.0,3.0,Male,85.0,2.0,2.0,Research Scientist,2.0,Married,4941.0,17747.0,2.0,Y,No,15.0,3.0,1.0,80.0,0.0,11.0,3.0,2.0,8.0,2.0,7.0,7.0,59292.0,Yes
2723,6254,52.0,Travel_Rarely,723.0,Research & Development,8.0,4.0,Medical,1.0,3.0,Male,85.0,2.0,2.0,Research Scientist,2.0,Married,4941.0,17747.0,2.0,Y,No,15.0,3.0,1.0,80.0,0.0,11.0,3.0,2.0,8.0,2.0,7.0,7.0,59292.0,Yes
2724,6255,36.0,Non-Travel,1105.0,Research & Development,24.0,4.0,Life Sciences,1.0,2.0,Female,47.0,3.0,2.0,Laboratory Technician,2.0,Married,5674.0,6927.0,7.0,Y,No,15.0,3.0,3.0,80.0,1.0,11.0,3.0,3.0,9.0,8.0,0.0,8.0,68088.0,Yes
2725,6256,36.0,Non-Travel,1105.0,Research & Development,24.0,4.0,Life Sciences,1.0,2.0,Female,47.0,3.0,2.0,Laboratory Technician,2.0,Married,5674.0,6927.0,7.0,Y,No,15.0,3.0,3.0,80.0,1.0,11.0,3.0,3.0,9.0,8.0,0.0,8.0,68088.0,Yes
2726,6257,36.0,Non-Travel,1105.0,Research & Development,24.0,4.0,Life Sciences,1.0,2.0,Female,47.0,3.0,2.0,Laboratory Technician,2.0,Married,5674.0,6927.0,7.0,Y,No,15.0,3.0,3.0,80.0,1.0,11.0,3.0,3.0,9.0,8.0,0.0,8.0,68088.0,Yes
2738,6269,58.0,Non-Travel,350.0,Sales,2.0,3.0,Medical,1.0,2.0,Male,52.0,3.0,4.0,Manager,2.0,Divorced,16291.0,22577.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,37.0,0.0,2.0,16.0,9.0,14.0,14.0,195492.0,No
2739,6270,58.0,Non-Travel,350.0,Sales,2.0,3.0,Medical,1.0,2.0,Male,52.0,3.0,4.0,Manager,2.0,Divorced,16291.0,22577.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,37.0,0.0,2.0,16.0,9.0,14.0,14.0,195492.0,Yes
2748,6279,55.0,Travel_Rarely,692.0,Research & Development,14.0,4.0,Medical,1.0,3.0,Male,61.0,4.0,5.0,Research Director,2.0,Single,18722.0,13339.0,8.0,Y,No,11.0,3.0,4.0,80.0,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0,224664.0,Yes
2749,6280,55.0,Travel_Rarely,692.0,Research & Development,14.0,4.0,Medical,1.0,3.0,Male,61.0,4.0,5.0,Research Director,2.0,Single,18722.0,13339.0,8.0,Y,No,11.0,3.0,4.0,80.0,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0,224664.0,Yes
2750,6281,55.0,Travel_Rarely,692.0,Research & Development,14.0,4.0,Medical,1.0,3.0,Male,61.0,4.0,5.0,Research Director,2.0,Single,18722.0,13339.0,8.0,Y,No,11.0,3.0,4.0,80.0,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0,224664.0,Yes
2751,6282,27.0,Travel_Rarely,954.0,Sales,9.0,3.0,Marketing,1.0,4.0,Male,44.0,3.0,2.0,Sales Executive,4.0,Single,4105.0,5099.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,0.0,7.0,49260.0,Yes
2752,6283,27.0,Travel_Rarely,954.0,Sales,9.0,3.0,Marketing,1.0,4.0,Male,44.0,3.0,2.0,Sales Executive,4.0,Single,4105.0,5099.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,0.0,7.0,49260.0,Yes
2754,6285,49.0,Travel_Rarely,1490.0,Research & Development,7.0,4.0,Life Sciences,1.0,3.0,Male,35.0,3.0,3.0,Healthcare Representative,2.0,Divorced,10466.0,20948.0,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,29.0,3.0,3.0,8.0,7.0,0.0,7.0,125592.0,Yes
2755,6286,49.0,Travel_Rarely,1490.0,Research & Development,7.0,4.0,Life Sciences,1.0,3.0,Male,35.0,3.0,3.0,Healthcare Representative,2.0,Divorced,10466.0,20948.0,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,29.0,3.0,3.0,8.0,7.0,0.0,7.0,125592.0,No
2756,6287,22.0,Travel_Rarely,594.0,Research & Development,2.0,1.0,Technical Degree,1.0,3.0,Male,100.0,3.0,1.0,Laboratory Technician,4.0,Married,2523.0,19299.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,30276.0,No
2760,6291,54.0,Travel_Rarely,685.0,Research & Development,3.0,3.0,Life Sciences,1.0,4.0,Male,85.0,3.0,4.0,Research Director,4.0,Married,17779.0,23474.0,3.0,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,2.0,3.0,10.0,9.0,0.0,9.0,213348.0,Yes
2774,6305,23.0,Travel_Rarely,373.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Research Scientist,3.0,Married,1223.0,16901.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,14676.0,Yes
2775,6306,23.0,Travel_Rarely,373.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Research Scientist,3.0,Married,1223.0,16901.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,14676.0,Yes
2776,6307,52.0,Non-Travel,585.0,Sales,29.0,4.0,Life Sciences,1.0,1.0,Male,40.0,3.0,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0,Y,No,15.0,3.0,2.0,80.0,2.0,16.0,3.0,2.0,9.0,8.0,0.0,0.0,41784.0,No
2777,6308,52.0,Non-Travel,585.0,Sales,29.0,4.0,Life Sciences,1.0,1.0,Male,40.0,3.0,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0,Y,No,15.0,3.0,2.0,80.0,2.0,16.0,3.0,2.0,9.0,8.0,0.0,0.0,41784.0,No
2778,6309,52.0,Non-Travel,585.0,Sales,29.0,4.0,Life Sciences,1.0,1.0,Male,40.0,3.0,1.0,Sales Representative,4.0,Divorced,3482.0,19788.0,2.0,Y,No,15.0,3.0,2.0,80.0,2.0,16.0,3.0,2.0,9.0,8.0,0.0,0.0,41784.0,No
2781,6312,26.0,Travel_Rarely,652.0,Research & Development,7.0,3.0,Other,1.0,3.0,Male,100.0,4.0,1.0,Laboratory Technician,1.0,Single,3578.0,23577.0,0.0,Y,No,12.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,7.0,42936.0,Yes
2782,6313,46.0,Travel_Frequently,1034.0,Research & Development,18.0,1.0,Medical,1.0,1.0,Female,86.0,3.0,3.0,Healthcare Representative,3.0,Married,10527.0,8984.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,28.0,3.0,2.0,2.0,2.0,1.0,2.0,126324.0,Yes
2788,6319,45.0,Travel_Frequently,1297.0,Research & Development,1.0,4.0,Medical,1.0,2.0,Male,44.0,3.0,2.0,Healthcare Representative,3.0,Single,5399.0,14511.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,12.0,3.0,3.0,4.0,2.0,0.0,3.0,64788.0,Yes
2799,6330,31.0,Travel_Rarely,106.0,Human Resources,2.0,3.0,Human Resources,1.0,1.0,Male,62.0,2.0,2.0,Human Resources,1.0,Married,6410.0,17822.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,0.0,76920.0,No
2800,6331,30.0,Travel_Rarely,1334.0,Sales,4.0,2.0,Medical,1.0,3.0,Female,63.0,2.0,2.0,Sales Executive,2.0,Divorced,5209.0,19760.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,3.0,11.0,4.0,2.0,11.0,8.0,2.0,7.0,62508.0,No
2801,6332,26.0,Non-Travel,265.0,Sales,29.0,2.0,Medical,1.0,2.0,Male,79.0,1.0,2.0,Sales Executive,1.0,Single,4969.0,21813.0,8.0,Y,No,18.0,3.0,4.0,80.0,0.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,59628.0,No
2815,6346,40.0,Travel_Rarely,1194.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,52.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6513.0,9060.0,4.0,Y,No,17.0,3.0,4.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,0.0,3.0,78156.0,No
2816,6347,40.0,Travel_Rarely,1194.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,52.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6513.0,9060.0,4.0,Y,No,17.0,3.0,4.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,0.0,3.0,78156.0,Yes
2821,6352,49.0,Travel_Frequently,1475.0,Research & Development,28.0,2.0,Life Sciences,1.0,1.0,Male,97.0,2.0,2.0,Laboratory Technician,1.0,Single,4284.0,22710.0,3.0,Y,No,20.0,4.0,1.0,80.0,0.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0,51408.0,No
2825,6356,27.0,Non-Travel,210.0,Sales,1.0,1.0,Marketing,1.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,22107.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,76188.0,Yes
2826,6357,27.0,Non-Travel,210.0,Sales,1.0,1.0,Marketing,1.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,22107.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,76188.0,No
2827,6358,27.0,Non-Travel,210.0,Sales,1.0,1.0,Marketing,1.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,22107.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,76188.0,Yes
2831,6362,49.0,Travel_Rarely,722.0,Research & Development,25.0,4.0,Life Sciences,1.0,3.0,Female,84.0,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,22102.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,9.0,6.0,1.0,4.0,38532.0,Yes
2832,6363,49.0,Travel_Rarely,722.0,Research & Development,25.0,4.0,Life Sciences,1.0,3.0,Female,84.0,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,22102.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,9.0,6.0,1.0,4.0,38532.0,Yes
2837,6368,39.0,Non-Travel,792.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,8989.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,5.0,8.0,77664.0,Yes
2838,6369,39.0,Non-Travel,792.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,8989.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,5.0,8.0,77664.0,Yes
2839,6370,48.0,Travel_Rarely,1469.0,Research & Development,20.0,4.0,Medical,1.0,4.0,Male,51.0,3.0,1.0,Research Scientist,3.0,Married,2259.0,5543.0,4.0,Y,No,17.0,3.0,1.0,80.0,2.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,27108.0,Yes
2844,6375,39.0,Travel_Frequently,505.0,Research & Development,2.0,4.0,Technical Degree,1.0,3.0,Female,64.0,3.0,3.0,Healthcare Representative,3.0,Single,10938.0,6420.0,0.0,Y,No,25.0,4.0,4.0,80.0,0.0,20.0,1.0,3.0,19.0,6.0,11.0,8.0,131256.0,No
2848,6379,25.0,Travel_Rarely,949.0,Research & Development,1.0,3.0,Technical Degree,1.0,1.0,Male,81.0,3.0,1.0,Laboratory Technician,4.0,Married,3229.0,4910.0,4.0,Y,No,11.0,3.0,2.0,80.0,1.0,7.0,2.0,2.0,3.0,2.0,0.0,2.0,38748.0,No
2849,6380,33.0,Travel_Rarely,931.0,Research & Development,14.0,3.0,Medical,1.0,4.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,2756.0,4673.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,5.0,3.0,8.0,7.0,1.0,6.0,33072.0,Yes
2850,6381,33.0,Travel_Rarely,931.0,Research & Development,14.0,3.0,Medical,1.0,4.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,2756.0,4673.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,5.0,3.0,8.0,7.0,1.0,6.0,33072.0,No
2856,6387,58.0,Travel_Frequently,1216.0,Research & Development,15.0,4.0,Life Sciences,1.0,1.0,Male,87.0,3.0,4.0,Research Director,3.0,Married,15787.0,21624.0,2.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0,189444.0,Yes
2857,6388,36.0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,30516.0,No
2858,6389,36.0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,30516.0,Yes
2859,6390,36.0,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,30516.0,No
2862,6393,36.0,Travel_Rarely,938.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Male,79.0,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,12287.0,4.0,Y,No,21.0,4.0,3.0,80.0,0.0,16.0,6.0,3.0,11.0,8.0,3.0,9.0,30228.0,No
2863,6394,36.0,Travel_Rarely,938.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Male,79.0,3.0,1.0,Laboratory Technician,3.0,Single,2519.0,12287.0,4.0,Y,No,21.0,4.0,3.0,80.0,0.0,16.0,6.0,3.0,11.0,8.0,3.0,9.0,30228.0,Yes
2873,6404,35.0,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,7.0,7.0,69756.0,Yes
2874,6405,35.0,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,7.0,7.0,69756.0,Yes
2875,6406,35.0,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,7.0,7.0,7.0,69756.0,No
2877,6408,29.0,Travel_Rarely,408.0,Research & Development,25.0,5.0,Technical Degree,1.0,3.0,Female,71.0,2.0,1.0,Research Scientist,2.0,Married,2546.0,18300.0,5.0,Y,No,16.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,30552.0,Yes
2878,6409,29.0,Travel_Rarely,408.0,Research & Development,25.0,5.0,Technical Degree,1.0,3.0,Female,71.0,2.0,1.0,Research Scientist,2.0,Married,2546.0,18300.0,5.0,Y,No,16.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,30552.0,Yes
2892,6423,31.0,Travel_Frequently,1327.0,Research & Development,3.0,4.0,Medical,1.0,2.0,Male,73.0,3.0,3.0,Research Director,3.0,Divorced,13675.0,13523.0,9.0,Y,No,12.0,3.0,1.0,80.0,1.0,9.0,3.0,3.0,2.0,2.0,2.0,2.0,164100.0,Yes
2895,6426,31.0,Travel_Rarely,1062.0,Research & Development,24.0,3.0,Medical,1.0,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,10.0,9.0,1.0,8.0,81744.0,Yes
2896,6427,31.0,Travel_Rarely,1062.0,Research & Development,24.0,3.0,Medical,1.0,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,10.0,9.0,1.0,8.0,81744.0,No
2897,6428,40.0,Non-Travel,663.0,Research & Development,9.0,4.0,Other,1.0,3.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,23099.0,3.0,Y,No,11.0,3.0,3.0,80.0,2.0,11.0,2.0,4.0,8.0,7.0,0.0,7.0,47700.0,Yes
2898,6429,40.0,Non-Travel,663.0,Research & Development,9.0,4.0,Other,1.0,3.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,23099.0,3.0,Y,No,11.0,3.0,3.0,80.0,2.0,11.0,2.0,4.0,8.0,7.0,0.0,7.0,47700.0,No
